Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-08-22,The Killing of a Sacred Deer,2017,https://boxd.it/25i9sP,3,,,2021-08-21
2021-08-23,Get Smart,2008,https://boxd.it/25nbUh,3.5,,,2021-08-22
2021-08-23,Climax,2018,https://boxd.it/25qFMt,2,,,2021-08-22
2021-08-27,The Green Knight,2021,https://boxd.it/25Znpr,3.5,,,2021-08-26
2021-08-28,A Ghost Story,2017,https://boxd.it/268W2F,3.5,,,2021-08-27
2021-08-29,Daybreakers,2009,https://boxd.it/26elrv,3.5,,,2021-08-28
2021-08-30,The 40 Year Old Virgin,2005,https://boxd.it/26qwfp,3.5,,,2021-08-29
2021-09-02,Spider-Man,2002,https://boxd.it/26T0IH,4,Yes,,2021-09-01
2021-09-03,Spider-Man 2,2004,https://boxd.it/26W791,4,Yes,,2021-09-02
2021-09-04,The City of Lost Children,1995,https://boxd.it/2785Hf,2.5,,,2021-09-03
2021-09-05,In the Heights,2021,https://boxd.it/27gVdn,3,,,2021-09-04
2021-09-06,The Imaginarium of Doctor Parnassus,2009,https://boxd.it/27pv27,3,,,2021-09-05
2021-09-07,The Witcher: Nightmare of the Wolf,2021,https://boxd.it/27xMov,4,,,2021-09-06
2021-09-08,The Treasure of the Sierra Madre,1948,https://boxd.it/27Gzwf,4,,,2021-09-07
2021-09-08,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/27LfLJ,3,,,2021-09-07
2021-09-11,Tombstone,1993,https://boxd.it/283H79,3.5,,,2021-09-10
2021-09-11,Highlander,1986,https://boxd.it/285f0t,2.5,,,2021-09-10
2021-09-11,National Lampoon's Vacation,1983,https://boxd.it/287BUx,4,,,2021-09-10
2021-09-12,Batman Begins,2005,https://boxd.it/28eizz,4,,,2021-09-11
2021-09-13,The Dark Knight,2008,https://boxd.it/28owPr,5,,,2021-09-12
2021-09-13,The Big Short,2015,https://boxd.it/28rq5X,3.5,,,2021-09-12
2021-09-14,Her,2013,https://boxd.it/28xiHr,4,,,2021-09-13
2021-09-16,The Aviator,2004,https://boxd.it/28Pran,3.5,,,2021-09-15
2021-09-17,Nightcrawler,2014,https://boxd.it/28SXfl,4,,,2021-09-16
2021-09-17,Stranded,2021,https://boxd.it/28VXx1,0.5,,,2021-09-16
2021-09-17,Million Dollar Baby,2004,https://boxd.it/28XoJv,4,,,2021-09-16
2021-09-18,The Cabinet of Dr. Caligari,1920,https://boxd.it/290Tfn,5,,,2021-09-17
2021-09-18,Mr. Nobody,2009,https://boxd.it/293rOv,4,Yes,,2021-09-17
2021-09-19,Porco Rosso,1992,https://boxd.it/29aJXf,2.5,,,2021-09-18
2021-09-20,Forrest Gump,1994,https://boxd.it/29kURx,4.5,Yes,,2021-09-19
2021-09-21,My Neighbor Totoro,1988,https://boxd.it/29tfox,4,,,2021-09-20
2021-09-21,His Girl Friday,1940,https://boxd.it/29vfLF,3,,,2021-09-20
2021-09-22,Lost in Translation,2003,https://boxd.it/29Cc2L,3,,,2021-09-21
2021-09-23,About Time,2013,https://boxd.it/29Jyjj,4,,,2021-09-22
2021-09-24,Touch of Evil,1958,https://boxd.it/29PD4P,4,,,2021-09-23
2021-09-25,The Lives of Others,2006,https://boxd.it/29WVz1,4,,,2021-09-24
2021-09-25,Kung Fu Hustle,2004,https://boxd.it/29YCQB,3.5,,,2021-09-24
2021-09-26,Drive,2011,https://boxd.it/2a5ZA1,4,,,2021-09-25
2021-09-27,Tremors,1990,https://boxd.it/2acM2T,4,,,2021-09-26
2021-09-27,Witness for the Prosecution,1957,https://boxd.it/2afiKR,4.5,,,2021-09-26
2021-09-28,Enemy,2013,https://boxd.it/2am7Rr,3.5,,,2021-09-27
2021-09-28,Sabrina,1954,https://boxd.it/2ansVr,3.5,,,2021-09-27
2021-09-28,Sunshine,2007,https://boxd.it/2aqsUT,3.5,,,2021-09-27
2021-09-29,The Bigamist,1953,https://boxd.it/2ay20h,3.5,,,2021-09-28
2021-09-30,"Sherlock, Jr.",1924,https://boxd.it/2aC51F,4,,,2021-09-29
2021-10-01,M,1931,https://boxd.it/2aJ1lZ,4,,,2021-09-30
2021-10-01,High and Low,1963,https://boxd.it/2aKN7N,4.5,,,2021-09-30
2021-10-01,Frenzy,1972,https://boxd.it/2aN071,3.5,,,2021-09-30
2021-10-02,Invasion of the Body Snatchers,1978,https://boxd.it/2aRLwb,3,,,2021-10-01
2021-10-02,The Blair Witch Project,1999,https://boxd.it/2aUVbj,3.5,,,2021-10-01
2021-10-03,Twilight Zone: The Movie,1983,https://boxd.it/2b2iq1,3.5,,,2021-10-02
2021-10-04,Ex Machina,2015,https://boxd.it/2beot5,5,Yes,,2021-10-03
2021-10-05,Train to Busan,2016,https://boxd.it/2bpImb,4,,,2021-10-04
2021-10-06,Suspiria,1977,https://boxd.it/2buFtX,3.5,,,2021-10-05
2021-10-06,Killer Klowns from Outer Space,1988,https://boxd.it/2bwFnp,3.5,,,2021-10-05
2021-10-07,The Evil Dead,1981,https://boxd.it/2bHNtn,4,,,2021-10-06
2021-10-08,Bram Stoker's Dracula,1992,https://boxd.it/2bPDuL,4,,,2021-10-07
2021-10-10,The Wicker Man,1973,https://boxd.it/2c4xab,3.5,,,2021-10-09
2021-10-10,Anomalisa,2015,https://boxd.it/2c6DXH,4,,,2021-10-09
2021-10-11,Venom: Let There Be Carnage,2021,https://boxd.it/2cgBSZ,2.5,,,2021-10-10
2021-10-12,Scream,1996,https://boxd.it/2coABT,4,,,2021-10-11
2021-10-13,I'm Thinking of Ending Things,2020,https://boxd.it/2cEIyP,4,,,2021-10-12
2021-10-15,The Descent,2005,https://boxd.it/2cWrUb,3.5,,,2021-10-14
2021-10-16,The Last Duel,2021,https://boxd.it/2d5RZT,4,,,2021-10-15
2021-10-18,La Jetée,1962,https://boxd.it/2dnnlZ,,,,2021-10-17
2021-10-18,Destino,2003,https://boxd.it/2dnsSp,,,,2021-10-17
2021-10-18,Poltergeist,1982,https://boxd.it/2drfpd,4,,,2021-10-17
2021-10-22,Dune,2021,https://boxd.it/2dZaFX,4,,,2021-10-21
2021-10-24,Spirited Away,2001,https://boxd.it/2efEI5,4.5,,,2021-10-23
2021-10-25,(500) Days of Summer,2009,https://boxd.it/2etxcf,4,,,2021-10-24
2021-10-25,From Dusk Till Dawn,1996,https://boxd.it/2ewPIf,3,,,2021-10-24
2021-10-31,Dune,2021,https://boxd.it/2frQq1,4,Yes,,2021-10-30
2021-10-31,The Texas Chain Saw Massacre,1974,https://boxd.it/2fsyBn,4,,,2021-10-30
2021-11-01,Dark Shadows,2012,https://boxd.it/2fBRPr,2.5,,,2021-10-31
2021-11-01,The Exorcist,1973,https://boxd.it/2fHDeD,5,,,2021-10-31
2021-11-03,Identity,2003,https://boxd.it/2g0SUx,3.5,,,2021-11-02
2021-11-06,Clue,1985,https://boxd.it/2goPUH,3.5,Yes,,2021-11-05
2021-11-06,Eternals,2021,https://boxd.it/2gr6yn,3,,,2021-11-05
2021-11-07,GoodFellas,1990,https://boxd.it/2gwDWH,4,,,2021-11-06
2021-11-10,Paprika,2006,https://boxd.it/2h3OcL,4,,,2021-11-09
2021-11-14,Before Sunrise,1995,https://boxd.it/2hBfP7,4,,,2021-11-13
2021-11-14,In Time,2011,https://boxd.it/2hGiDN,3,,,2021-11-13
2021-11-16,Your Name.,2016,https://boxd.it/2hYNvV,4.5,,,2021-11-15
2021-11-16,Ace Ventura: Pet Detective,1994,https://boxd.it/2i0k8H,3.5,,,2021-11-15
2021-11-21,The French Dispatch,2021,https://boxd.it/2iIpaL,4,,,2021-11-20
2021-11-22,The Man from the Future,2011,https://boxd.it/2iSdQv,3.5,,,2021-11-21
2021-11-22,Last Night in Soho,2021,https://boxd.it/2iWy4l,3.5,,,2021-11-21
2021-11-27,House of Gucci,2021,https://boxd.it/2jCM0r,3.5,,,2021-11-26
2021-11-29,Private Desert,2021,https://boxd.it/2k0ekZ,4,,,2021-11-28
2021-12-02,BoJack Horseman Christmas Special,2014,https://boxd.it/2krlwH,5,,,2021-12-01
2021-12-06,The Power of the Dog,2021,https://boxd.it/2l15CL,3.5,,,2021-12-05
2021-12-06,Vanilla Sky,2001,https://boxd.it/2l30Eh,4.5,,,2021-12-05
2021-12-09,Tokyo Godfathers,2003,https://boxd.it/2lt4IJ,4,,,2021-12-08
2021-12-12,King Richard,2021,https://boxd.it/2lQR2D,4,,,2021-12-11
2021-12-13,How Green Was My Valley,1941,https://boxd.it/2m0Wtz,4,,,2021-12-12
2021-12-16,Spider-Man: No Way Home,2021,https://boxd.it/2mwYIv,4,,,2021-12-15
2021-12-20,The Amazing Spider-Man,2012,https://boxd.it/2ngp7r,3.5,,,2021-12-19
2021-12-21,"tick, tick...BOOM!",2021,https://boxd.it/2nnp7v,3.5,,,2021-12-20
2021-12-22,Carol,2015,https://boxd.it/2nz1vR,4,,,2021-12-21
2021-12-23,Being the Ricardos,2021,https://boxd.it/2nO13t,2.5,,,2021-12-22
2021-12-23,The Matrix Resurrections,2021,https://boxd.it/2nSyBh,3,,,2021-12-22
2021-12-25,Don't Look Up,2021,https://boxd.it/2oaZQf,3.5,,,2021-12-24
2021-12-26,Single All the Way,2021,https://boxd.it/2opelz,3,,,2021-12-25
2021-12-26,Love Actually,2003,https://boxd.it/2ovCP1,4,,,2021-12-25
2021-12-27,Elf,2003,https://boxd.it/2oL6zd,3.5,,,2021-12-26
2021-12-28,Spider-Man: No Way Home,2021,https://boxd.it/2p7I0J,3.5,Yes,,2021-12-27
2021-12-30,Before Sunset,2004,https://boxd.it/2pCKzj,4.5,,,2021-12-29
2022-01-02,Encanto,2021,https://boxd.it/2qgOYd,3,,,2022-01-01
2022-01-02,In a Lonely Place,1950,https://boxd.it/2qqwTf,4.5,,,2022-01-01
2022-01-03,Anchorman: The Legend of Ron Burgundy,2004,https://boxd.it/2qGBO7,3,,,2022-01-02
2022-01-04,Strangers on a Train,1951,https://boxd.it/2r5Agt,4,,,2022-01-03
2022-01-05,Fantastic Planet,1973,https://boxd.it/2riGwN,3.5,,,2022-01-04
2022-01-06,The Adventurer,1917,https://boxd.it/2rtmrZ,,,,2022-01-05
2022-01-06,The Great Train Robbery,1903,https://boxd.it/2ruG5V,,,,2022-01-05
2022-01-07,Creep,2014,https://boxd.it/2rGKZH,4,,,2022-01-06
2022-01-08,The Terminal,2004,https://boxd.it/2s3vLV,4,,,2022-01-07
2022-01-12,Creep 2,2017,https://boxd.it/2t4Gwt,3,,,2022-01-11
2022-01-13,Scarface,1983,https://boxd.it/2tjHDv,4,,,2022-01-12
2022-01-13,Paul,2011,https://boxd.it/2tltrJ,2.5,,,2022-01-12
2022-01-13,Punch-Drunk Love,2002,https://boxd.it/2tpBMD,3.5,,,2022-01-12
2022-01-14,Scream 2,1997,https://boxd.it/2tysTj,3,,,2022-01-13
2022-01-14,Scream 3,2000,https://boxd.it/2tEK6V,3.5,,,2022-01-13
2022-01-15,Scream 4,2011,https://boxd.it/2tMrHz,3,,,2022-01-14
2022-01-15,Hard Eight,1996,https://boxd.it/2tRJfX,3,,,2022-01-14
2022-01-16,Inherent Vice,2014,https://boxd.it/2u2zen,2,,,2022-01-15
2022-01-16,The Day the Earth Stood Still,2008,https://boxd.it/2u5sf5,2.5,,,2022-01-15
2022-01-17,Beneath the Planet of the Apes,1970,https://boxd.it/2uhPXX,4,,,2022-01-16
2022-01-17,Stagecoach,1939,https://boxd.it/2ukJdZ,3.5,,,2022-01-16
2022-01-17,Sullivan's Travels,1941,https://boxd.it/2urEbX,3.5,,,2022-01-16
2022-01-18,For a Few Dollars More,1965,https://boxd.it/2uFsMl,4,,,2022-01-17
2022-01-20,Drive My Car,2021,https://boxd.it/2v00Aj,4.5,,,2022-01-19
2022-01-20,Flee,2021,https://boxd.it/2v5YAj,4,,,2022-01-19
2022-01-23,A Dog's Life,1918,https://boxd.it/2vAaDf,,,,2022-01-22
2022-01-23,"Kiss Me, Stupid",1964,https://boxd.it/2vEjI7,3.5,,,2022-01-22
2022-01-25,Scream,2022,https://boxd.it/2waTrZ,3,,,2022-01-24
2022-01-26,The Blacksmith,1922,https://boxd.it/2wl6ep,,,,2022-01-25
2022-01-29,Beyond Citizen Kane,1993,https://boxd.it/2wRezf,,,,2022-01-28
2022-01-30,Wild Strawberries,1957,https://boxd.it/2x2mGl,4,,,2022-01-29
2022-01-31,Shark Tale,2004,https://boxd.it/2xfEat,,Yes,,2022-01-30
2022-01-31,Escape from the Planet of the Apes,1971,https://boxd.it/2xkQ8J,3.5,,,2022-01-30
2022-01-31,Safety Last!,1923,https://boxd.it/2xmDZT,,,,2022-01-30
2022-02-02,Nightmare Alley,2021,https://boxd.it/2xGonv,3.5,,,2022-02-01
2022-02-03,Battleship Potemkin,1925,https://boxd.it/2xPM4b,,,,2022-02-02
2022-02-04,Go West,1925,https://boxd.it/2xXXod,,,,2022-02-03
2022-02-04,Convict 13,1920,https://boxd.it/2y2usv,,,,2022-02-03
2022-02-05,Doubt,2008,https://boxd.it/2yc46j,3.5,,,2022-02-04
2022-02-06,Happiness,2017,https://boxd.it/2yiHJL,,,,2022-02-05
2022-02-06,MAN,2012,https://boxd.it/2yiHQH,,,,2022-02-05
2022-02-06,The Box,2016,https://boxd.it/2yiKhZ,,,,2022-02-05
2022-02-06,Napo,2020,https://boxd.it/2yiSQN,,,,2022-02-05
2022-02-07,Wild at Heart,1990,https://boxd.it/2yCYiH,3.5,,,2022-02-06
2022-02-08,Milk,2008,https://boxd.it/2yNfkv,4,,,2022-02-07
2022-02-09,Robin Robin,2021,https://boxd.it/2yYP4F,,,,2022-02-08
2022-02-10,The Ballad of Buster Scruggs,2018,https://boxd.it/2zaUdB,3.5,,,2022-02-09
2022-02-12,Carandiru,2003,https://boxd.it/2zwqCP,4.5,,,2022-02-11
2022-02-14,Parallel Mothers,2021,https://boxd.it/2zUG0F,2.5,,,2022-02-13
2022-02-18,Little Women,2019,https://boxd.it/2ABdPl,4,,,2022-02-17
2022-02-20,Licorice Pizza,2021,https://boxd.it/2AXNJ3,2.5,,,2022-02-19
2022-03-01,Before Midnight,2013,https://boxd.it/2CygVX,4,,,2022-02-28
2022-03-01,Gran Torino,2008,https://boxd.it/2CAxYD,4,,,2022-02-28
2022-03-02,The Batman,2022,https://boxd.it/2CM8fd,4,,,2022-03-01
2022-03-05,You Can't Take It with You,1938,https://boxd.it/2DgWOd,3,,,2022-03-04
2022-03-06,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/2DtYMT,4.5,,,2022-03-05
2022-03-07,The Butler,2013,https://boxd.it/2DL4Sn,3,,,2022-03-06
2022-03-09,Whindersson Nunes: My Own Show!,2022,https://boxd.it/2E6Wg5,,,,2022-03-08
2022-03-10,Annie Hall,1977,https://boxd.it/2EgV3z,3.5,,,2022-03-09
2022-03-14,Lady Bird,2017,https://boxd.it/2EZZXL,4,,,2022-03-13
2022-03-14,The Butterfly Effect,2004,https://boxd.it/2F4CAJ,4,,,2022-03-13
2022-03-18,Isle of Flowers,1989,https://boxd.it/2FMJKz,,,,2022-03-17
2022-03-19,CODA,2021,https://boxd.it/2FXAET,3.5,,,2022-03-18
2022-03-21,Até a China,2015,https://boxd.it/2GofNf,,Yes,,2022-03-20
2022-03-21,The Adventures of André and Wally B.,1984,https://boxd.it/2GolIb,,,,2022-03-20
2022-03-27,Conquest of the Planet of the Apes,1972,https://boxd.it/2Homjl,3.5,,,2022-03-26
2022-03-29,Signs,2002,https://boxd.it/2HROCN,3.5,,,2022-03-28
2022-04-01,Battle for the Planet of the Apes,1973,https://boxd.it/2IgFxT,4,,,2022-03-31
2022-04-03,Silence,2016,https://boxd.it/2IEmHt,4,,,2022-04-02
2022-04-04,Airplane!,1980,https://boxd.it/2IOlCx,3.5,,,2022-04-03
2022-04-05,City Lights,1931,https://boxd.it/2J4mqf,4,,,2022-04-04
2022-04-08,Planet of the Apes,2001,https://boxd.it/2JzQmJ,3,,,2022-04-07
2022-04-11,Closer,2004,https://boxd.it/2K2DjF,3,,,2022-04-10
2022-04-11,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/2K8k6T,,Yes,,2022-04-10
2022-04-11,The Man from Earth,2007,https://boxd.it/2KaowZ,3,,,2022-04-10
2022-04-16,It Happened One Night,1934,https://boxd.it/2KZMBB,3.5,,,2022-04-15
2022-04-23,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2McRmr,3.5,,,2022-04-22
2022-04-23,Cat People,1942,https://boxd.it/2MfkeZ,3.5,,,2022-04-22
2022-04-25,Burn After Reading,2008,https://boxd.it/2ME8Qd,3.5,,,2022-04-24
2022-04-25,X,2022,https://boxd.it/2MHSzj,4.5,,,2022-04-24
2022-05-01,The Man Who Laughs,1928,https://boxd.it/2NGxij,4,,,2022-04-30
2022-05-05,Doctor Strange in the Multiverse of Madness,2022,https://boxd.it/2OtmH1,2,,,2022-05-05
2022-05-09,A Grande Família: O Filme,2007,https://boxd.it/2P4FOJ,,,,2022-05-08
2022-05-09,Pokémon Detective Pikachu,2019,https://boxd.it/2PacFl,,,,2022-05-08
2022-05-13,The Northman,2022,https://boxd.it/2PNkw5,4,,,2022-05-12
2022-05-16,The World's End,2013,https://boxd.it/2QhOyP,3.5,,,2022-05-15
2022-05-16,Fifty Shades of Black,2016,https://boxd.it/2QjnyH,0.5,,,2022-05-15
2022-05-17,Indiana Jones and the Last Crusade,1989,https://boxd.it/2QyEA1,4.5,,,2022-05-16
2022-05-20,Big Fish,2003,https://boxd.it/2QXxqX,5,,,2022-05-19
2022-05-21,Pokémon the Movie: Hoopa and the Clash of Ages,2015,https://boxd.it/2R89K7,,,,2022-05-20
2022-05-21,Rakka,2017,https://boxd.it/2RacJl,,,,2022-05-20
2022-05-22,Everything Everywhere All at Once,2022,https://boxd.it/2RsDA7,4.5,,,2022-05-21
2022-05-29,Chungking Express,1994,https://boxd.it/2SDHrT,3,,,2022-05-28
2022-06-01,Tattoo,2013,https://boxd.it/2TgU9V,3,,,2022-05-31
2022-06-04,GoldenEye,1995,https://boxd.it/2TEkhd,3.5,,,2022-06-03
2022-06-05,One Day,2011,https://boxd.it/2TV1xv,3.5,,,2022-06-04
2022-06-08,Sonic the Hedgehog,2020,https://boxd.it/2Uuudf,3.5,,,2022-06-07
2022-06-10,Elite Squad: The Enemy Within,2010,https://boxd.it/2UPwCX,4.5,,,2022-06-09
2022-06-12,Casino Royale,2006,https://boxd.it/2Vb2G5,4,,,2022-06-11
2022-06-15,Cops,1922,https://boxd.it/2VJECj,,,,2022-06-14
2022-06-23,When Harry Met Sally...,1989,https://boxd.it/2XfWEb,4,,,2022-06-22
2022-06-30,The Princess Bride,1987,https://boxd.it/2YwytL,3.5,,,2022-06-29
2022-07-04,Back to the Future Part II,1989,https://boxd.it/2ZfOyx,3.5,,,2022-07-03
2022-07-04,Back to the Future Part III,1990,https://boxd.it/2ZhSHd,4,,,2022-07-03
2022-07-08,Thor: Love and Thunder,2022,https://boxd.it/302fid,2,,,2022-07-07
2022-07-11,Tokyo Story,1953,https://boxd.it/30yFVT,4,,,2022-07-10
2022-07-14,Até a China,2015,https://boxd.it/31b4Bv,,Yes,,2022-07-13
2022-07-20,Elvis,2022,https://boxd.it/32vn9T,3.5,,,2022-07-20
2022-07-24,Good Boys,2019,https://boxd.it/33cDN7,3.5,,,2022-07-23
2022-07-25,The Sea Beast,2022,https://boxd.it/33o4VJ,3.5,,,2022-07-24
2022-07-28,A Wolf at the Door,2013,https://boxd.it/34pCV5,4,,,2022-07-27
2022-07-28,Bad Moms,2016,https://boxd.it/34rWnh,3,,,2022-07-27
2022-07-31,Get Out,2017,https://boxd.it/352TDv,5,Yes,,2022-07-30
2022-08-01,South Park: Post COVID,2021,https://boxd.it/35eR9R,3,,,2022-07-31
2022-08-01,South Park: Post COVID: The Return of COVID,2021,https://boxd.it/35gGgr,3.5,,,2022-07-31
2022-08-02,Doc Brown Saves the World,2015,https://boxd.it/35uNNF,,,,2022-08-01
2022-08-03,The Girl on the Train,2016,https://boxd.it/35Gt2j,3,,,2022-08-02
2022-08-06,Summer of 84,2018,https://boxd.it/36e3hb,3.5,,,2022-08-05
2022-08-06,The Purge: Anarchy,2014,https://boxd.it/36hcNB,3.5,,,2022-08-05
2022-08-08,Crimes of the Future,2022,https://boxd.it/36L4RP,2,,,2022-08-07
2022-08-11,Four Weddings and a Funeral,1994,https://boxd.it/37olHv,3.5,,,2022-08-10
2022-08-15,Stardust,2007,https://boxd.it/389GuB,4,,,2022-08-14
2022-08-16,Cold Tropics,2009,https://boxd.it/38sP1B,,,,2022-08-15
2022-08-19,The Goonies,1985,https://boxd.it/38Xd45,4,,,2022-08-18
2022-08-29,Good Bye Lenin!,2003,https://boxd.it/3aXe2R,4,,,2022-08-28
2022-08-31,The Philadelphia Story,1940,https://boxd.it/3bh1qV,4,,,2022-08-30
2022-08-31,Nope,2022,https://boxd.it/3bl01X,4.5,,,2022-08-30
2022-09-05,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/3cgvJF,4.5,Yes,,2022-09-04
2022-09-07,A Beautiful Mind,2001,https://boxd.it/3cHtb1,4.5,,,2022-09-06
2022-09-09,Lolita,1962,https://boxd.it/3cXGxr,4,,,2022-09-08
2022-09-19,Game of Thrones - Conquest & Rebellion: An Animated History of the Seven Kingdoms,2017,https://boxd.it/3eSI3L,4,,,2022-09-18
2022-09-22,Freaks,1932,https://boxd.it/3fmR73,4,,,2022-09-21
2022-09-22,Beetlejuice,1988,https://boxd.it/3fvJBd,4,,,2022-09-22
2022-09-23,Meet Bill,2007,https://boxd.it/3fDwFH,2,,,2022-09-23
2022-09-26,Smallfoot,2018,https://boxd.it/3g7T5n,,,,2022-09-25
2022-09-26,Troy,2004,https://boxd.it/3gfkWd,3.5,,,2022-09-25
2022-10-05,Friendly Beast,2017,https://boxd.it/3i6Gjn,2,,,2022-10-04
2022-10-06,Evil Dead II,1987,https://boxd.it/3ihSgd,4,,,2022-10-05
2022-10-06,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/3ik92L,3.5,,,2022-10-05
2022-10-10,The Lost Boys,1987,https://boxd.it/3j72dl,4,,,2022-10-09
2022-10-11,Interview with the Vampire,1994,https://boxd.it/3jtE5D,4,,,2022-10-11
2022-10-13,Werewolves Within,2021,https://boxd.it/3jFRRT,3,,,2022-10-12
2022-10-13,Speak No Evil,2022,https://boxd.it/3jMw83,4.5,,,2022-10-12
2022-10-14,"Elvira, Mistress of the Dark",1988,https://boxd.it/3jZas7,4,,,2022-10-13
2022-10-16,Werewolf by Night,2022,https://boxd.it/3kiOBL,,,,2022-10-15
2022-10-17,Hellraiser,1987,https://boxd.it/3kHnnn,4,,,2022-10-16
2022-10-20,Final Destination,2000,https://boxd.it/3ljocB,3.5,,,2022-10-20
2022-10-21,Ring,1998,https://boxd.it/3lpRVH,3,,,2022-10-20
2022-10-23,Village of the Damned,1960,https://boxd.it/3lPuFt,3,,,2022-10-22
2022-10-24,Black Sabbath,1963,https://boxd.it/3m3kJX,3,,,2022-10-23
2022-10-29,A Nightmare on Elm Street,1984,https://boxd.it/3n1W81,4,,,2022-10-28
2022-10-30,Land of the Dead,2005,https://boxd.it/3nlM9j,3,,,2022-10-29
2022-10-31,Bride of Frankenstein,1935,https://boxd.it/3nxsav,3.5,,,2022-10-30
2022-11-02,"Argentina, 1985",2022,https://boxd.it/3o8bBj,5,,,2022-11-01
2022-11-03,The Man with the Rubber Head,1901,https://boxd.it/3odesJ,,,,2022-11-02
2022-11-03,The Mermaid,1904,https://boxd.it/3odhxR,,,,2022-11-02
2022-11-03,The Inventor Crazybrains and His Wonderful Airship,1905,https://boxd.it/3odVJj,,,,2022-11-02
2022-11-03,The Dancing Pig,1907,https://boxd.it/3oe0cf,,,,2022-11-02
2022-11-03,The Lonely Villa,1909,https://boxd.it/3oe7Mz,,,,2022-11-02
2022-11-03,The Frog,1908,https://boxd.it/3oeasH,,,,2022-11-02
2022-11-03,The Graduate,1967,https://boxd.it/3onSZN,4,,,2022-11-03
2022-11-04,The Cameraman's Revenge,1912,https://boxd.it/3orgT1,,,,2022-11-03
2022-11-04,Kid Auto Races at Venice,1914,https://boxd.it/3orlXd,,,,2022-11-03
2022-11-09,All Quiet on the Western Front,1930,https://boxd.it/3pDpSJ,4,,,2022-11-04
2022-11-07,Black Adam,2022,https://boxd.it/3p8IUH,2,,,2022-11-06
2022-11-08,The Rules of the Game,1939,https://boxd.it/3pnbAp,4,,,2022-11-07
2022-11-08,Pearl,2022,https://boxd.it/3ppjvh,4,,,2022-11-07
2022-11-09,La La Land,2016,https://boxd.it/3pDjPf,4.5,,,2022-11-08
2022-11-10,Amadeus,1984,https://boxd.it/3pLVlN,4,,,2022-11-09
2022-11-12,Brazil 2002: The Real Story,2022,https://boxd.it/3qbeLF,,,,2022-11-11
2022-11-14,The Killing,1956,https://boxd.it/3qA9Pd,4,,,2022-11-13
2022-11-14,Braveheart,1995,https://boxd.it/3qHyeP,4,,,2022-11-13
2022-11-15,Black Panther: Wakanda Forever,2022,https://boxd.it/3qR9gV,3,,,2022-11-14
2022-11-18,The Man Who Knew Too Much,1956,https://boxd.it/3rmeIx,4,,,2022-11-17
2022-11-20,The Crimson Permanent Assurance,1983,https://boxd.it/3rLwQ5,,,,2022-11-19
2022-11-20,Monty Python's The Meaning of Life,1983,https://boxd.it/3rMEY9,3.5,,,2022-11-19
2022-11-23,Twelve Monkeys,1995,https://boxd.it/3sAoax,4,,,2022-11-23
2022-11-26,Rocky,1976,https://boxd.it/3tbOfd,4.5,,,2022-11-26
2022-11-28,The Third Man,1949,https://boxd.it/3tvrKx,4,,,2022-11-27
2022-12-01,"Ó Paí, Ó: Look at This",2007,https://boxd.it/3u6Q4F,3.5,,,2022-11-30
2022-12-01,Un Chien Andalou,1929,https://boxd.it/3u6Qd3,,,,2022-11-30
2022-12-01,Rejected,2000,https://boxd.it/3u6QfN,,,,2022-11-30
2022-12-03,Ted Lasso: The Missing Christmas Mustache,2021,https://boxd.it/3urBLB,,,,2022-12-01
2022-12-04,Cuba and the Cameraman,2017,https://boxd.it/3uKQWH,4.5,,,2022-12-03
2022-12-05,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/3uVVjH,,,,2022-12-04
2022-12-05,Moneyball,2011,https://boxd.it/3v1X7b,4,,,2022-12-04
2022-12-08,5 Centimeters per Second,2007,https://boxd.it/3vxrE7,3.5,,,2022-12-06
2022-12-08,Aftersun,2022,https://boxd.it/3vyMrF,5,,,2022-12-07
2022-12-08,The Menu,2022,https://boxd.it/3vCdeJ,4,,,2022-12-07
2022-12-09,The Godfather: Part II,1974,https://boxd.it/3vOY3R,4.5,,,2022-12-08
2022-12-11,Scooby-Doo! Haunted Holidays,2012,https://boxd.it/3w6xvF,,,,2022-12-10
2022-12-12,The Bridge on the River Kwai,1957,https://boxd.it/3wkfiV,4,,,2022-12-11
2022-12-12,About Time,2013,https://boxd.it/3wuTAZ,5,Yes,,2022-12-11
2022-12-13,Ben-Hur,1959,https://boxd.it/3wD4mv,4.5,,,2022-12-12
2022-12-14,Snowball Fight,1897,https://boxd.it/3wPxb1,,,,2022-12-13
2022-12-15,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3xehpV,4,,,2022-12-15
2022-12-17,Shrek the Halls,2007,https://boxd.it/3xtI0t,,,,2022-12-16
2022-12-17,Avatar: The Way of Water,2022,https://boxd.it/3xBY2V,4,,,2022-12-16
2022-12-19,Paddington,2014,https://boxd.it/3xZrpP,3.5,,,2022-12-18
2022-12-20,Bullet Train,2022,https://boxd.it/3yk37f,4,,,2022-12-19
2022-12-21,Black Mirror: White Christmas,2014,https://boxd.it/3yFYTd,,Yes,,2022-12-20
